,Biomass [MWh],Hydropower [MWh],Wind offshore [MWh],Wind onshore [MWh],Photovoltaics [MWh],Other renewable [MWh],Nuclear [MWh],Lignite [MWh],Hard coal [MWh],Fossil gas [MWh],Hydro pumped storage [MWh],Other conventional [MWh]
2021-09-24 17:00:00,4490,1542.25,5034.25,13639.5,5438.25,151.5,7611.5,11525.75,7934.5,3863,1910,1422.5
2021-09-24 18:00:00,4571,1442.5,5062.75,13037,1388.25,152.5,7020.5,11464.25,8113.5,4012.25,2965.75,1426.75
2021-09-24 19:00:00,4583.25,1305.75,5083.75,13664.25,22,154.0,6553.5,11508.25,8101.5,4006.5,2854.75,1397.75
2021-09-24 20:00:00,4566,1352.75,4640.75,15275.25,0,154.75,6477,11468,8106.75,4078,2890.75,1415.75
2021-09-24 21:00:00,4486.75,1339.5,4225,16136.25,0,154.25,6426,11506.5,7869.75,4143,927,1413.5
2021-09-24 22:00:00,4373.25,1359.75,4527,16038.75,0,154.5,6432.25,11482.75,7523.5,4071.5,341.75,1381.25
2021-09-24 23:00:00,4313.25,1302,4550.25,15434.75,0,155.0,6442,11462,6900.25,3568,173.75,1372.75
2021-09-25 00:00:00,4245.25,1284.75,4584.5,14506.25,0,155.0,6398.5,11470,7050,2964.25,111.5,1312.75
2021-09-25 01:00:00,4231.25,1276.25,4105.25,13739.75,0,155.0,6306.75,11452.75,7301.25,3149,29.25,1314.5
2021-09-25 02:00:00,4215,1268.75,3626.75,13079.75,0,154.0,6383,11305.25,7351.25,3040.75,19.75,1320.75
2021-09-25 03:00:00,4192.25,1251.25,3006.25,12292.75,0,153.0,6543,11182.75,6960.5,3121.75,15.25,1303
2021-09-25 04:00:00,4193.75,1267.5,2232,11078.25,0,153.0,6565.5,11462,7241.75,3307.75,179,1297.75
2021-09-25 05:00:00,4218.75,1252.25,1678.5,9565.5,0,153.0,6564.75,11492.25,7479.5,3292.75,348,1298.75
2021-09-25 06:00:00,4305.5,1300.75,1713.5,8467.25,0.75,153.0,6536.75,11282.25,8226.25,3482,695.5,1301.75
2021-09-25 07:00:00,4420,1243,1731.75,7869.5,621,156.25,6325,11563.25,8927.25,3849.75,997.25,1307.5
2021-09-25 08:00:00,4497,1290,1563.25,6830.25,4442.5,159.75,6292.25,11560.25,9399.75,3920.75,1812.5,1380.75
2021-09-25 09:00:00,4521.25,1277.25,1265.25,5681.75,10305.25,159.0,6292,11550.5,9353.5,3869.5,1016.75,1383.25
2021-09-25 10:00:00,4456.75,1310.75,1102,4533.25,16166,158.5,6456,11474.5,9043.5,3229,485,1378.75
2021-09-25 11:00:00,4389,1269.75,720.75,4210.5,20282,157.25,6537,11187.25,8698.25,2949.5,87.75,1378.25
2021-09-25 12:00:00,4337,1253.25,590.75,3604.5,22364.25,157.0,6521.25,11122.75,8486.75,2908.75,57.25,1388.75
2021-09-25 13:00:00,4334.25,1265,571.75,2883.5,22651.5,156.5,6513.25,11119.75,8250.5,2913.75,86.75,1385.25
2021-09-25 14:00:00,4334.75,1266.25,580.75,2451,21209.5,156.25,6504.5,11032.25,8113.75,3010.5,152.5,1390
2021-09-25 15:00:00,4352.75,1284.75,323,2120.5,17752.75,156.5,6502.25,11138,8729.75,3195.75,247,1386.75
2021-09-25 16:00:00,4404.5,1279.25,108.75,1330.25,12555.75,156.25,6502.5,11253.25,9289,3599.5,998,1388
2021-09-25 17:00:00,4506,1373,112,690.25,6319.5,156.0,6497,11266.25,9886,4273.5,1847.25,1388.75
2021-09-25 18:00:00,4602,1313.25,96.25,542.5,1402.5,161.25,6502.25,11486.5,9803.5,4571,3474,1391
2021-09-25 19:00:00,4621.5,1341.25,53.5,660.75,20.75,165.25,6499.25,11761.25,9574,4873.5,4186.5,1411
2021-09-25 20:00:00,4599.5,1318.5,37.25,836.75,0,167.0,6502.25,11951.75,9883.5,4819.75,4013.75,1429
2021-09-25 21:00:00,4551.75,1395.25,51,1122.5,0,164.0,6508,12343.5,10199.5,4483.25,2919.25,1438
2021-09-25 22:00:00,4480.5,1396,234,1414.5,0,164.5,6512.5,12603,10040.25,4193.5,1670.75,1445.5
2021-09-25 23:00:00,4395,1302,324.25,1894.5,0,165.75,6510.75,12560.5,9505.25,3661.25,789,1441.75
2021-09-26 00:00:00,4270.75,1205,420.5,2453.25,0,151.5,6513.5,12562.75,9025,2818.25,413,1405.5
2021-09-26 01:00:00,4258,1216.25,548.25,3065,0,149.25,6515,12591.5,8631.5,2794.75,334.25,1404
2021-09-26 02:00:00,4234.5,1270.5,735.25,3560,0,146.0,6518.5,12572.25,7783.5,2622.25,208.75,1397.25
2021-09-26 03:00:00,4204.75,1206.25,873,4104.5,0,145.5,6521.25,12565,6974.25,2706.75,17.5,1385.5
2021-09-26 04:00:00,4218.75,1210.25,1024.5,4801.75,0,145.25,6530,12598.5,6534.75,2692,9.75,1389.75
2021-09-26 05:00:00,4246.5,1204,1151.5,5258,0,146.0,6498.5,12639.25,6565,2660,15.25,1390.75
2021-09-26 06:00:00,4336.25,1199.5,1346,5662.75,2.5,149.0,6285.5,12700.75,6870.75,2695,201.25,1402.25
2021-09-26 07:00:00,4433.25,1193.75,1483.25,6012.75,601,152.5,6519.75,12695.75,6905,2688.25,100.25,1409
2021-09-26 08:00:00,4475.5,1200.5,1558,5997.5,4299,155.0,6545,12664.75,6805.75,2693.5,116.25,1415
2021-09-26 09:00:00,4480,1206,1612.75,4381.75,10322,154.25,6539,12643.5,6483.25,2696.5,95.25,1386.25
2021-09-26 10:00:00,4418.25,1213,1703.25,2826.75,16525.75,152.75,6543.75,12630,6657.75,2713.25,39.5,1383.5
2021-09-26 11:00:00,4366,1198.75,1494,2708.75,20434.75,152.0,6545.25,12625.5,6559.75,2684.75,6.75,1369.5
2021-09-26 12:00:00,4312.25,1206,1281,3130,21740,152.0,6530.75,12940,5876,2658.5,86.25,1364.5
2021-09-26 13:00:00,4266.75,1190,1167.5,3874.25,20245.5,150.75,6533.5,12734.25,4465.5,2661.5,7.75,1360
2021-09-26 14:00:00,4248.75,1199.5,1198.25,4272.75,17986.75,150.0,6519.75,12866.25,4242,2675.75,85.5,1362.5
2021-09-26 15:00:00,4254,1185.5,1141.5,4183,13564.25,145.25,6511.25,12838.75,4744.5,2692,111.75,1361.25
2021-09-26 16:00:00,4313.75,1208.75,1036,3491.25,8729,139.75,6513.5,12938.5,6776.75,2767,316.75,1373
2021-09-26 17:00:00,4400,1316,972,3051.5,4112,137.5,6504.25,13190,8066.75,2962.75,916.5,1363.5
2021-09-26 18:00:00,4509.75,1268.5,996.5,3343.5,814,144.25,6495.5,13201.25,8590.25,3136.5,1929.5,1377.25
2021-09-26 19:00:00,4527.75,1246.75,940.5,4176.25,8,156.0,6480.75,13216.25,8779.25,3455.25,3439.75,1402.25
2021-09-26 20:00:00,4525.5,1181.25,942,5137.75,0,159.75,6488.5,13211.25,8774,3453,3061.75,1407.5
2021-09-26 21:00:00,4470.5,1195,1038.5,5517.25,0,148.0,6499,13251,8806,3446,1252.5,1383.5
2021-09-26 22:00:00,4384.25,1176.75,1059.5,5572.25,0,144.25,6502.25,13257.25,8719,3281,873,1366.25
2021-09-26 23:00:00,4293.75,1151.5,1095,5297.5,0,141.0,6493,13249,8353.5,2962,285.75,1345.5
2021-09-27 00:00:00,4210.75,1151.5,1068.5,5198,0,135.0,6500,13279.75,8283.75,2787.25,118,1366.75
2021-09-27 01:00:00,4190.75,1265,1164,5208.25,0,135.0,6514,13483.75,7925.25,2859.75,87.5,1346.5
2021-09-27 02:00:00,4168,1345,1338.5,5275.25,0,135.0,6522.75,13667.75,7022.5,2884,213.25,1323
2021-09-27 03:00:00,4158.5,1317.75,1289.25,5068.75,0,135.0,6527.25,13821.75,5798,2987.75,64.75,1319.25
2021-09-27 04:00:00,4159.5,1331,1372,4621.25,0,135.0,6538.5,13607,6065,3050.25,45.25,1393
2021-09-27 05:00:00,4201.25,1252.25,1397.5,4312.75,0,139.0,6531.75,13913.75,8345.5,3203,33.5,1427.75
2021-09-27 06:00:00,4348,1540.25,1551.75,4349,1.25,141.0,6526.5,13907.5,10434.75,4050,1260.25,1436.5
2021-09-27 07:00:00,4506.75,1367.25,1840.5,4627.75,313.75,152.25,6520.5,13939.75,11052.75,5278,3415.25,1470.25
2021-09-27 08:00:00,4519.5,1324,2282,4803.5,2766.5,152.75,6516.75,13898.5,11414.75,5366.5,3049.75,1461.5
2021-09-27 09:00:00,4493,1356.25,2699.5,4126.5,7396.5,158.5,6525.75,13934.5,11563.75,5410.25,1864.25,1477.75
2021-09-27 10:00:00,4406.25,1308.75,3039.75,3936.5,12464,160.25,6527.5,13914.25,11416.5,5317.5,879,1492.75
2021-09-27 11:00:00,4317.25,1273,3514.75,4617.5,16185.25,160.25,6526.25,13875.5,10869.5,4783,374.25,1477.75
2021-09-27 12:00:00,4240,1308.75,4059,5729,18262,160.25,6501.25,13842.25,10470.25,4562.75,70.5,1485
2021-09-27 13:00:00,4224,1330,4639,7142,17756.75,161.0,6514.75,13820,9828.75,4480,142.25,1486
2021-09-27 14:00:00,4227.25,1402.25,5636.75,7484.75,15357.5,160.5,6522.75,13860.75,9541.75,4639,279,1483.75
2021-09-27 15:00:00,4249.5,1396.75,6018.5,7756.5,11769.5,159.5,6489.25,13877.75,10060.5,4641.25,346,1484.25
2021-09-27 16:00:00,4308,1374.5,6155.5,7620.5,7378.5,160.0,6401.75,13905.75,10694,5114,1125,1477.25
2021-09-27 17:00:00,4414,1353.5,6353.5,8317.5,3403,160.5,6450.5,13928.25,11391.5,5840.5,763.25,1472.5
2021-09-27 18:00:00,4509.75,1355.75,5972.25,9655.25,723.75,160.0,6439.5,13929.25,11436.5,6180.25,1618,1484.25
2021-09-27 19:00:00,4545.5,1469,5739.5,10467.75,10,149.5,6240,13879.5,11482.5,6328,3359.5,1497
2021-09-27 20:00:00,4506.75,1375.25,4926.25,10475.25,0,146.0,6134.75,13866.5,11566,6119.5,2835.5,1466
2021-09-27 21:00:00,4404.5,1436,4058.25,11031.5,0,141.25,6134,13880.25,11495.5,5402,1563.25,1465.25
2021-09-27 22:00:00,4304.25,1405.5,3658.25,9545.25,0,140.75,6298.25,13865.25,10516.75,4000.25,907,1471.75
2021-09-27 23:00:00,4247.75,1305,3404.25,9449,0,136.0,6430.25,13805.75,8471.5,3634.5,118.75,1449
2021-09-28 00:00:00,4193.75,1309.25,2569.25,9082.75,0,141.25,6541.5,13723.5,7473,3283.75,5.75,1424.75
2021-09-28 01:00:00,4179.75,1272.75,1912,9089.5,0,140.0,6557,13773.75,7783,2906,2,1416.5
2021-09-28 02:00:00,4164.5,1277.5,1870.5,8836.25,0,140.5,6564,13699.75,7464,2920.5,11.75,1406.25
2021-09-28 03:00:00,4152.5,1331.25,1709.5,7617.25,0,141.0,6570.5,13646.5,7480.5,2954.25,11.25,1403.25
2021-09-28 04:00:00,4153.25,1363.25,1645.25,6512.75,0,140.75,6579,13635.25,7957.5,3178,10,1409.25
2021-09-28 05:00:00,4200.25,1275.25,1523.75,6048.25,0,146.25,6571,13693.5,10489,3481.25,15,1419.5
2021-09-28 06:00:00,4291.75,1314.25,1737.5,5800.5,0,146.75,6570.25,13807.75,12241.25,5438,552,1432.25
2021-09-28 07:00:00,4449.75,1370.5,1837.75,5585,342.5,164.25,6574.75,13803.75,12425.75,7099.5,2537.25,1477
2021-09-28 08:00:00,4528.75,1422,1856.5,4923.5,3056.75,166.0,6564,13827.75,12293.5,7276.25,3291,1306
2021-09-28 09:00:00,4522.75,1491.75,1806.25,3375,7679.5,166.0,6561.75,13747,12488,7154,2713,1520.5
2021-09-28 10:00:00,4440,1421.5,1836,2047.25,12330.25,166.5,6559.25,13781.25,12495.75,6342.25,1685.25,1308.75
2021-09-28 11:00:00,4368.25,1389.5,1752.5,1587.75,15767.25,166.5,6550.75,13796.75,12499.75,6092,999,1416.75
2021-09-28 12:00:00,4298.25,1307.75,1893.5,1443.5,17691.25,166.0,6552.75,13826,12271.5,5426,533.25,1200
2021-09-28 13:00:00,4268.25,1297.25,2117,1250.25,18221.25,166.0,6567.25,13835.25,12447.75,5004.5,313,1183.75
2021-09-28 14:00:00,4286.75,1317.75,1709.75,1034.75,17187.5,168.25,6500.75,13882.5,12477,5004.5,540,1328.75
2021-09-28 15:00:00,4309,1377,1266.25,801,14333.75,169.5,6359.75,13872.75,12662.5,5126.75,817.5,1365.5
2021-09-28 16:00:00,4410.25,1391,1168.25,667.5,10008,170.0,6570.25,13911.5,13063,5931,698,1522.25
2021-09-28 17:00:00,4514.25,1442.5,994.75,666.5,4958.25,170.0,6582.5,13960,12956.25,6071,1932.5,1527.5
2021-09-28 18:00:00,4595.25,1502.5,922,749.75,1124.5,170.0,6573.25,13961.75,12232.75,6896,4222.25,1561.25
2021-09-28 19:00:00,4607.25,1539,1288.5,1079.5,9,170.5,6566,13958.75,12094.25,6884,4696.5,1644.5
2021-09-28 20:00:00,4561.5,1358.75,1803.5,1774.75,0,171.0,6556.5,13948.5,11761,6605,2987.25,1529.75
2021-09-28 21:00:00,4482,1440.75,2487.25,2557,0,171.0,6558,14003.75,11730.5,5907.5,1823,1535.25
2021-09-28 22:00:00,4361,1474.5,3411.75,3232.25,0,167.5,6556.5,13956.25,11518.75,4787.5,1044.75,1525.5
2021-09-28 23:00:00,4314.25,1407.25,3972.75,4090,0,157.5,6562.5,13805.5,9699.5,3279.75,256,1506.5
2021-09-29 00:00:00,4252.25,1436,3952,4961.25,0,157.0,6563.25,13543.5,7991.75,2763.75,166.75,1421.75
2021-09-29 01:00:00,4226.5,1372,4193.25,5656.75,0,157.0,6571.75,13543.5,6645,2755,50.75,1418.25
2021-09-29 02:00:00,4217.5,1317.25,4523.25,6172,0,147.75,6478.75,13445.5,5486,2703,16.25,1384.25
2021-09-29 03:00:00,4212.25,1292.25,4747.5,6758.25,0,146.0,6473.25,13023,4969,2724,16,1374.75
2021-09-29 04:00:00,4223,1275,4873.5,7409.5,0,145.5,6479,13120.75,5274.5,2654.5,18.75,1373.75
2021-09-29 05:00:00,4249,1260.5,4793.75,8447.5,0,158.25,6558.5,13510.75,7909.5,2807,113.25,1442
2021-09-29 06:00:00,4379.25,1259.5,4567.5,10021,0,164.25,6564.75,13791.25,11789.75,3269.75,530,1463.75
2021-09-29 07:00:00,4552.75,1313.75,4698.5,10921,209.75,167.0,6566.25,13968.5,12466.25,3874.75,3111.5,1458.75
2021-09-29 08:00:00,4563.25,1545,5271,10967.5,2079.75,167.25,6564.25,13978.25,12611.5,4062.25,3003.5,1457.75
2021-09-29 09:00:00,4563.75,1536.5,5222,9703.25,5993.75,167.5,6557.25,13934.75,12304.5,3954.75,2771,1452.25
2021-09-29 10:00:00,4518.25,1277,4087.5,9019,10187.5,168.0,6558.75,13944.5,12152.5,3955.25,2297.75,1458
2021-09-29 11:00:00,4439.25,1261.5,3614,10804.75,12760.75,167.25,6558,13827.75,11794,3752.75,1273.75,1458.75
2021-09-29 12:00:00,4333.5,1352.5,3449.75,12773,13526,167.25,6566,13547,10119,3307.75,451.5,1458.5
2021-09-29 13:00:00,4322.75,1329.25,3285.5,14652.5,13740.25,162.75,6563.75,13478.5,8266.75,3043,210.5,1454.25
2021-09-29 14:00:00,4286.5,1357.5,3710.75,16991.5,13378.75,160.0,6554.75,13045.5,7128.5,2995.75,32,1454.25
2021-09-29 15:00:00,4310.25,1390.75,3714,17994,11457.75,160.5,6550,12855.75,6225,2968,168.5,1446.25
2021-09-29 16:00:00,4377,1393.5,4453.5,19082.5,8321.25,162.25,6563.5,12776,6657.25,3035.75,91.25,1451.75
2021-09-29 17:00:00,4458,1398.5,5573,20244.75,4317,165.0,6550.25,13000.5,7372,3050,369.75,1450.75
2021-09-29 18:00:00,4582.5,1443.5,5765.75,20573,859.5,170.25,6575.75,12858.5,8616.75,3374.5,2529.25,1454.25
2021-09-29 19:00:00,4602.5,1422.75,5551.5,22295.5,3.5,171.0,6561.25,13158.75,8874.75,3349.75,2704.75,1439.5
2021-09-29 20:00:00,4537.25,1424.25,5693,23724.75,0,170.5,6433.75,13075.5,7287,3295.75,1393.25,1423
2021-09-29 21:00:00,4451.75,1449.75,5947.25,25615.75,0,154.5,5976.75,12200.5,5802,2834.5,437.5,1361.5
2021-09-29 22:00:00,4357.75,1466.75,5987.25,25618.5,0,151.0,5835.5,11408.25,4047.25,2562,431.25,1370
2021-09-29 23:00:00,4330,1458.25,6241,25600.5,0,151.0,5848,10416.75,3781.25,2509.25,166.75,1372.75
2021-09-30 00:00:00,4298.75,1335.75,6343,26384,0,151.0,5957,8690,3494.75,2402.5,90.5,1408.5
2021-09-30 01:00:00,4274,1411.25,6540.25,26274.75,0,151.0,5988.5,7788.25,3435,2474.5,64,1406.5
2021-09-30 02:00:00,4262.75,1388.5,6617.5,26613.25,0,151.0,6002.75,7541.75,3302.25,2484.5,8.75,1406
2021-09-30 03:00:00,4236,1392.25,6640,26159.5,0,151.0,5955,7643.75,3416.5,2486.25,100.5,1410.5
2021-09-30 04:00:00,4235.5,1403.25,6507.5,26257.5,0,151.5,5884.25,7682.5,4046.5,2536,95,1415.5
2021-09-30 05:00:00,4251.75,1446.5,5271.25,27225,0,154.0,5889.25,8498.25,4803.75,2835.25,433,1421
2021-09-30 06:00:00,4353.75,1403,4340,27453.25,0,170.5,6187,10573.25,6596.75,3126.25,1747,1466.75
2021-09-30 07:00:00,4425,1397.5,4257.25,26217.75,524,172.0,6380.75,11159,8119.5,3642.75,2565.25,1469.5
2021-09-30 08:00:00,4454.5,1469,4181,23889.25,5140.75,171.5,6382.75,11427.25,8172.25,3788,2652,1464.75
2021-09-30 09:00:00,4422.25,1302,4200.75,21953.5,12622.75,170.75,6343,11369.25,7434.5,3604.25,687,1468.5
2021-09-30 10:00:00,4343.75,1256.75,4187.75,20967.25,19354.25,158.75,5942,11535.75,5764,3441.5,196,1422
2021-09-30 11:00:00,4300.5,1245,4176.25,20763.75,23215.75,157.0,5914,11973,5394.25,3406.75,63.75,1422
2021-09-30 12:00:00,4261,1294.5,4497.25,21411.5,24132,157.25,5973.5,11820.5,4008.75,3305.75,15.75,1417.25
2021-09-30 13:00:00,4261.75,1269.75,5091.75,20700.5,23598.25,152.0,5950.25,11222,3922.25,3132.25,21.75,1414.5
2021-09-30 14:00:00,4261.5,1337.25,5077.75,18919.25,21692.25,153.25,5912,11372.75,3786,3053.25,18.5,1423.75
2021-09-30 15:00:00,4305,1330.75,5214,16693.75,18004,151.75,5932.25,12182.75,4241,3228.75,17.5,1420.75
2021-09-30 16:00:00,4390.75,1314.5,5186.25,15063.75,12370,164.5,6030,13049.25,5459.25,3548.25,999.75,1465
2021-09-30 17:00:00,4461.5,1394.25,5192.5,13074.5,5776,171.0,6445.25,13165.25,7984.75,3799,2305.75,1491
2021-09-30 18:00:00,4599.5,1406.25,5845.5,11353.75,998,171.5,6576.25,13237.25,8618,4074,4089.75,1496
2021-09-30 19:00:00,4636.25,1367,6045.75,12891.25,1.25,172.0,6573,13381,8874.5,4450.5,3935.25,1500.75
2021-09-30 20:00:00,4599.75,1306.25,6035.75,14680.5,0,173.0,6488.5,13025.25,7917.5,4502.25,2481.75,1480
2021-09-30 21:00:00,4527.75,1340.25,5868,16138.25,0,165.5,6425.25,12812.75,7352.75,3972.5,1342.75,1461.75
2021-09-30 22:00:00,4387.75,1403,5806.5,16792,0,156.25,6433.25,11817.5,5843.75,3503.5,1131.5,1421.5
2021-09-30 23:00:00,4308,1354.5,5880.75,17584,0,152.0,6108.25,11078.25,5134,2822.25,466,1389.5
2021-10-01 00:00:00,4236.25,1364.5,5822.75,18657,0,156.75,5817.75,10483.25,4427.25,2907,145.5,1405.25
2021-10-01 01:00:00,4234.75,1362.75,5827.25,19396.75,0,157.0,5711,9494.25,4187,3126.5,68.75,1397.25
2021-10-01 02:00:00,4244.5,1343.25,6030.25,20102.25,0,157.0,5712.75,8159.25,3737.25,3085.75,118.25,1380
2021-10-01 03:00:00,4245,1270,6002.25,20502,0,157.0,5721,7691.75,3248.5,2887.75,7,1378.25
2021-10-01 04:00:00,4263.5,1301,6090,20594.75,0,157.0,5724,8534.75,3249.75,3055.25,29,1386
2021-10-01 05:00:00,4297.75,1235.25,6104.5,20934.5,0,163.75,5746.5,10270.25,4057,3425.75,17.5,1398
2021-10-01 06:00:00,4423,1357.5,6090.5,21739.75,0,178.5,6039.75,11637,5953.25,3683.25,774.75,1437.75
2021-10-01 07:00:00,4569.5,1361.5,6134.75,21538.25,617,179.0,6076.25,12007,7243.5,4079.75,2386.75,1445.5
2021-10-01 08:00:00,4585,1309.75,6172.75,20116.25,5271.5,178.25,6097.25,12088.75,6625.25,4239,2200.75,1451.25
2021-10-01 09:00:00,4544,1229.75,6193.5,17218.5,12728.25,165.0,6072,12279.75,4850.75,3764.75,1086,1430.5
2021-10-01 10:00:00,4482.5,1243.75,6196.5,15644.75,20038.75,158.25,5817,11887,3823.75,3571.5,270.5,1410.5
2021-10-01 11:00:00,4441.75,1262.75,6206.25,15498.5,25316.5,157.25,5598.75,10384,3021.25,3567.75,253.5,1403
2021-10-01 12:00:00,4384,1251,6276.25,15973.75,27823.75,163.75,5587.75,8568.25,2926.25,3424.5,102.25,1410
2021-10-01 13:00:00,4373.5,1268.5,6271.75,16442.5,28082.5,165.0,5578.25,7241,2784.25,3079.5,143.75,1415.25
2021-10-01 14:00:00,4369,1263.25,6226.75,16968.5,25790.25,165.0,5575.75,7324,2730.75,3124.25,265,1412.5
2021-10-01 15:00:00,4363,1264.75,5933.5,16125.25,20612,164.0,5588.75,8740.75,3213.75,3208,953,1405.75
2021-10-01 16:00:00,4476.5,1262.25,5720.75,14601.75,13492.75,165.0,5932.25,11948.5,4799.25,3453.75,1466.75,1444.25
2021-10-01 17:00:00,4597.5,1315,5628.5,13340.75,5867.5,176.25,6070.25,12721.5,7076.25,3681,4012.75,1480.25
2021-10-01 18:00:00,4680.5,1290,5603.25,14041.5,841.5,177.5,6058,12582.75,7285,3988,4154.25,1479
2021-10-01 19:00:00,4690,1286.5,5823.5,16463.25,0.5,178.5,6060.5,12316.25,7126.75,4103.75,3436.25,1470.75
2021-10-01 20:00:00,4651.25,1257.5,5829,18318,0,179.0,6054.75,12103,6876.5,3809.75,2889.75,1479.75
2021-10-01 21:00:00,4568,1297.5,5086.25,18989.75,0,179.25,6065.25,11790.5,5760.75,3724.25,1555.5,1476
2021-10-01 22:00:00,4474.25,1327.5,4277.25,17911.25,0,180.0,6080.25,11389.75,5129.75,3673,1383.5,1475.5
2021-10-01 23:00:00,4402.25,1312.5,3969.25,16916,0,180.0,6114.75,11426,4791.75,3473,743.25,1456.75
2021-10-02 00:00:00,4339.75,1272.25,3636.75,15721,0,180.0,6298.5,11856.75,4296,2995.75,323.5,1446
2021-10-02 01:00:00,4311.5,1258.5,2862.5,14741.75,0,165.75,6234.75,12001.75,4186.25,2878,71.75,1420
2021-10-02 02:00:00,4309.75,1284.5,2068.25,12989.75,0,159.0,6472.75,12024.5,3699.25,2654.25,267.25,1401.25
2021-10-02 03:00:00,4314.25,1293.75,1354,11339.5,0,161.25,6484.75,12046,3489.5,2629.25,231.25,1411
2021-10-02 04:00:00,4319,1226.5,943.5,10197.25,0,177.5,6456.75,12047,4084.25,2678,74,1459
2021-10-02 05:00:00,4348.25,1223.75,725.75,9580.25,0,180.0,6400,12183.5,4474.25,2698.5,108.25,1456.25
2021-10-02 06:00:00,4467,1159.5,720,9223.25,0,180.0,6349,12285.75,5193.25,2801.25,768,1455.5
2021-10-02 07:00:00,4565.75,1158,1045.25,8648.75,318.25,180.0,6342,12441.5,5225,2851.25,1223,1456.25
2021-10-02 08:00:00,4631.25,1151.25,1549.75,8179.5,2956.25,179.5,6264.75,12383.5,4893.25,2839.5,2818.5,1452.5
2021-10-02 09:00:00,4623.25,1164.25,1522.25,7094,7699.25,178.5,6047,12260.25,4321,2831.5,3439.5,1453
2021-10-02 10:00:00,4556.5,1152.75,1647,6402.75,13888.25,177.25,6175.25,12002.25,3592.75,2824.5,1626.5,1457
2021-10-02 11:00:00,4490.25,1176.5,1817.5,7285,19378.75,176.25,6007,11637.75,2503.25,2759.5,532.25,1428.25
2021-10-02 12:00:00,4414.5,1148,1826.5,8835.25,22276.5,174.75,5744.75,10937.25,2083.25,2780.75,299,1430.25
2021-10-02 13:00:00,4378.75,1130,2432.5,9530.75,23133.75,153.75,5693.75,10094,1976.75,2574,310.25,1374.75
2021-10-02 14:00:00,4366,1161.75,2973,9470.5,20903.75,149.0,5819.5,8982,1992.75,2559.25,145.5,1370
2021-10-02 15:00:00,4359.5,1131,3508.75,9702,16893.5,149.0,5678.5,9536,1927,2537,45.5,1367.75
2021-10-02 16:00:00,4447.25,1141.75,4351.5,9740,11132.5,153.25,5675.25,10193.25,1979.75,2595.25,225.5,1418.75
2021-10-02 17:00:00,4541.5,1117.75,5310.75,11250.25,4686,173.75,5665,11743.25,2227.5,2718.75,1136.75,1469.75
2021-10-02 18:00:00,4583,1106,6192.25,15029.75,652.25,176.5,5660.75,11734.25,2028.5,2785,2133,1477.5
2021-10-02 19:00:00,4615,1110.25,6383.5,21759,0.25,177.5,6023,10718.25,2007.75,2829.5,2595.5,1477
2021-10-02 20:00:00,4557.75,1088.75,6349.75,25867.5,0,166.5,6243.5,8330,1882,2664.25,1389.25,1464.25
2021-10-02 21:00:00,4473.75,1121.25,6276,27216.75,0,154.25,6194.5,5957.25,1615.5,2474.5,417.5,1421.25
2021-10-02 22:00:00,4409.5,1114.5,6427.75,27211.75,0,152.0,6150.75,4979,1603,2424.5,303,1424.5
2021-10-02 23:00:00,4357,1131.5,6527,27434,0,152.25,5974.75,4730.5,1784.75,2412.25,185.5,1422.75
2021-10-03 00:00:00,4257.75,1120.5,6292.75,27423.75,0,152.25,5462,4611.75,1551,2418.75,26.25,1416.5
2021-10-03 01:00:00,4236,1099.5,4683.75,27851,0,152.0,5047.25,4586.25,1392.5,2410,11.75,1436
2021-10-03 02:00:00,4223.75,1211.5,4255.25,26862.5,0,152.25,5059.75,4583.75,1374,2450,148.75,1431.75
2021-10-03 03:00:00,4206.25,1289.5,4553.75,26523,0,152.25,5077.75,4578.5,1356.25,2473,53,1423
2021-10-03 04:00:00,4223.25,1228.5,4624.5,27009.25,0,152.0,5123.25,4522,1023,2486.5,53.75,1438.75
2021-10-03 05:00:00,4244,1230,5008.25,26907,0,152.0,5127.25,4556.5,1033.25,2469,118.25,1424.5
2021-10-03 06:00:00,4304.5,1135.5,5048.75,28888.25,0,152.0,5125.5,4572.75,1040.75,2513,100.5,1419.75
2021-10-03 07:00:00,4366.25,1101.75,4755.5,28260.75,326.25,152.0,5271.75,4545,1047.25,2546,39,1422
2021-10-03 08:00:00,4443.5,1140.5,5276.75,29535.75,2800.5,151.25,5418.75,4477.5,1067,2616.75,62,1402.5
2021-10-03 09:00:00,4465,1122.75,4243.75,29871.75,6693.5,149.75,5420,4463.25,1074.5,2713.25,263.25,1405.75
2021-10-03 10:00:00,4465.5,1109.75,3280,28864.75,9864.5,148.25,5429.75,4453.75,1090.75,2827,322.5,1407.25
2021-10-03 11:00:00,4450.5,1105.25,2318,28197.5,12095.25,147.75,5450.5,4461.25,1106.75,2787.25,308.25,1385.75
2021-10-03 12:00:00,4379.5,1104.75,1872,27388.25,13527.25,147.0,5446.5,4492,1101.25,2781.75,171.25,1384.75
2021-10-03 13:00:00,4344.5,1102.75,1676,25966,13949,146.0,5435.5,4480,1080,2778.75,32,1380
2021-10-03 14:00:00,4335,1080.75,1755.5,25872.5,12704.25,146.0,5430.25,4518.5,1073.75,2853,56.75,1369.75
2021-10-03 15:00:00,4334,1095.75,2285,25821.25,9389.25,146.0,5494.25,4579.75,1091.5,2735.5,367,1368.25
